Id,Language_knows
39254,C#;Python
39255,HTML/CSS;Java;JavaScript;Node.js;Scala;SQL;TypeScript
39256,HTML/CSS;Python
39257,Bash/Shell;Java;JavaScript;Kotlin;Perl;SQL
39258,Swift
39259,Assembly;C;C++;Java;Python
39260,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;Swift;TypeScript
39261,Bash/Shell;C++;Java;PHP;Python;SQL
39262,C#;HTML/CSS;JavaScript;SQL
39263,C;C++;HTML/CSS;Java;JavaScript;Node.js;Python;SQL
39264,Bash/Shell;C;JavaScript;PHP;Python
39265,Bash/Shell;HTML/CSS;JavaScript;Node.js;Python;SQL
39266,C;C++;Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
39267,C#;Go;Java;JavaScript;Node.js;Python;TypeScript
39268,Bash/Shell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;SQL;Swift;TypeScript
39269,C;C++;Dart;Python
39270,HTML/CSS;JavaScript;Node.js;SQL;TypeScript
39271,C;C++;HTML/CSS;Java;PHP
39272,JavaScript;Python;R;SQL
39273,Bash/Shell;Java;Python;Scala
39274,Dart;Go;JavaScript;PHP;Rust
39275,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Node.js
39276,Java;Python;Rust
39277,HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;VBA
39278,C#;HTML/CSS;SQL;TypeScript
39279,C;C#;C++;HTML/CSS;JavaScript;Node.js;PHP;SQL
39280,Bash/Shell;C;Python
39281,Bash/Shell;HTML/CSS;JavaScript;Python;SQL
39282,Bash/Shell;Java;Perl;Python
39283,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
39284,Go;Java;Kotlin;Rust;Scala;SQL
39285,Assembly;C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
39286,Node.js;Python
39287,Bash/Shell;Java;Python;SQL
39288,HTML/CSS;JavaScript;PHP
39289,HTML/CSS;JavaScript;PHP;SQL
39290,C;Dart;Go;HTML/CSS;Java;JavaScript;PowerShell;Python;VBA
39291,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL
39292,Java;JavaScript
39293,C++;HTML/CSS;Java;JavaScript;Matlab;Node.js;PHP;Python;TypeScript
39294,Bash/Shell;C;C#;C++;HTML/CSS;Python;SQL
39295,C++;HTML/CSS;Java;JavaScript;Matlab;Python
39296,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Node.js;SQL;TypeScript
39297,C#;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python
39298,Assembly;Bash/Shell;C;C++;Go;HTML/CSS;Java;JavaScript;Node.js;Python;Rust;TypeScript
39299,C++;HTML/CSS;JavaScript;Python
39300,C;C++;HTML/CSS;Java;JavaScript;Python;SQL
39301,C#;Java;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript
39302,HTML/CSS;JavaScript;Node.js;TypeScript
39303,Bash/Shell;C;C++;Elixir;Erlang;Go;Groovy;Haskell;HTML/CSS;Java;JavaScript;Python;R;Rust;SQL
39304,Python;SQL
39305,HTML/CSS;Java;JavaScript;Node.js;SQL
39306,HTML/CSS;JavaScript;PHP;Python;SQL
39307,HTML/CSS;Java;JavaScript;SQL
39308,Bash/Shell;C;C#;Python;Rust
39309,APL;Go;HTML/CSS;Java;JavaScript
39310,Java;JavaScript;Kotlin;SQL;TypeScript
39311,HTML/CSS;Java;JavaScript;SQL;Swift
39312,Bash/Shell;HTML/CSS;PowerShell;Python;SQL
39313,C;C#;C++;Dart;Java;Python
39314,Go;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript
39315,C;C#;C++;HTML/CSS;Java;JavaScript;Matlab;Node.js;Objective-C;PHP;PowerShell;Python;SQL
39316,C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;R;SQL;TypeScript
39317,C#;HTML/CSS;Java;SQL
39318,C#;HTML/CSS;Python
39319,Bash/Shell;PHP;Python;SQL
39320,Groovy;Java;SQL
39321,Bash/Shell;C;C++;Python
39322,Java;JavaScript;Python
39323,C#;C++;Java;PowerShell;Python;SQL
39324,HTML/CSS;Java;JavaScript;TypeScript
39325,Python;SQL
39326,Bash/Shell;C;C++;Java;Python
39327,Bash/Shell;C#;Elixir;Erlang;HTML/CSS;Java;JavaScript;Node.js;PHP;TypeScript
39328,Assembly;Bash/Shell;C;C#;Go;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;Rust;Scala;SQL
39329,HTML/CSS;JavaScript;Node.js;SQL;TypeScript
39330,HTML/CSS;JavaScript;Node.js
39331,Bash/Shell;HTML/CSS;Java;JavaScript
39332,C#;HTML/CSS;JavaScript;Node.js;TypeScript
39333,C++;Java;JavaScript;SQL;VBA
39334,C#;HTML/CSS;Java;JavaScript;Node.js
39335,Bash/Shell;HTML/CSS;JavaScript;Python;SQL
39336,C;Haskell;JavaScript;Objective-C;PHP;Python;Swift
39337,Python
39338,HTML/CSS;Java;Python;SQL
39339,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;TypeScript
39340,HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript
39341,Bash/Shell;Groovy;Java;SQL
39342,C++;Java;Python
39343,C;Python;SQL
39344,C;C++;COBOL;HTML/CSS;Java;JavaScript;Python;SQL
39345,C;C#;C++;HTML/CSS;JavaScript;Objective-C;PHP;SQL;Swift;VBA
39346,Java;JavaScript;SQL
39347,HTML/CSS;Java;JavaScript
39348,HTML/CSS;Java;JavaScript;SQL
39349,Bash/Shell;COBOL;HTML/CSS;Java;PHP;SQL
39350,Bash/Shell;HTML/CSS;JavaScript;SQL;TypeScript
39351,HTML/CSS;Python
39352,JavaScript;Ruby;SQL
39353,HTML/CSS
39354,C;HTML/CSS;JavaScript;Python
39355,C++;Matlab;Python;Rust
39356,Bash/Shell;C++;Dart;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL
39357,C#;HTML/CSS;JavaScript;SQL
39358,Go;Java;Python
39359,C;Dart;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;TypeScript
39360,Bash/Shell;HTML/CSS;JavaScript;Node.js;Ruby;TypeScript
39361,C#;Java;JavaScript;SQL
39362,Objective-C;Python;Swift
39363,HTML/CSS;JavaScript;PHP;SQL
39364,Bash/Shell;HTML/CSS;JavaScript;Python;SQL
39365,C#;Delphi;HTML/CSS;SQL
39366,Java
39367,C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL
39368,Bash/Shell;HTML/CSS;JavaScript;Python;SQL
39369,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PowerShell;Python
39370,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;JavaScript;Node.js;PHP;Python;TypeScript
39371,C#;JavaScript;Python;SQL
39372,Bash/Shell;C;C++;Java;JavaScript;Node.js;SQL;TypeScript
39373,Bash/Shell;C;C++;Groovy;HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;SQL;TypeScript
39374,C;C++;HTML/CSS;JavaScript;PHP;Python
39375,F#;Haskell
39376,HTML/CSS;Java;JavaScript
39377,Bash/Shell;C;C#;JavaScript;PHP;Ruby;SQL
39378,HTML/CSS;Java;JavaScript;SQL;TypeScript
39379,HTML/CSS;Python
39380,Bash/Shell;C;HTML/CSS;JavaScript;Python;SQL
39381,Bash/Shell;Erlang;Haskell;HTML/CSS;SQL
39382,HTML/CSS;JavaScript;Node.js;Python;TypeScript
39383,Java;JavaScript
39384,C++;JavaScript;PHP;SQL
39385,HTML/CSS;Java;JavaScript;Node.js;PHP;TypeScript
39386,Go;HTML/CSS;Java;Node.js;TypeScript
39387,Delphi
39388,C;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL
39389,C#;Dart;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
39390,C#;C++;Python;TypeScript
39391,HTML/CSS;JavaScript;Node.js
39392,Bash/Shell;C;C++;Java;Python
39393,JavaScript;Node.js;Python
39394,C;C++;Objective-C;Swift
39395,Bash/Shell;Java;JavaScript;PHP;Python;SQL
39396,Elixir;JavaScript;Ruby;TypeScript
39397,C#;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;SQL
39398,Bash/Shell;C#;HTML/CSS;JavaScript
39399,Bash/Shell;C;C++;HTML/CSS;PHP;Python;SQL
39400,C;C#;HTML/CSS;Java;JavaScript;PHP
39401,Bash/Shell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;PowerShell;Python;TypeScript
39402,Bash/Shell;C#;Go;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript
39403,Python
39404,Bash/Shell;C#;HTML/CSS;Java;PowerShell;Python;SQL
39405,Bash/Shell;C#;Go;HTML/CSS;JavaScript
39406,Assembly;C;C++;Haskell;Python;R;SQL
39407,C#;Dart;JavaScript;Kotlin;Objective-C;Swift;TypeScript
39408,C#;HTML/CSS;JavaScript;Kotlin;PowerShell;SQL;TypeScript
39409,C;C++;HTML/CSS;JavaScript;Python;TypeScript
39410,JavaScript;Python
39411,Java;JavaScript;Kotlin;TypeScript
39412,Bash/Shell;JavaScript;Node.js;Python
39413,Bash/Shell;HTML/CSS;JavaScript;Kotlin;Node.js;TypeScript
39414,C;Go;Rust
39415,Java
39416,Assembly;C;Dart;Go;HTML/CSS;JavaScript;Node.js;TypeScript
39417,HTML/CSS;JavaScript;Python
39418,Java;JavaScript;Node.js
39419,Assembly;Bash/Shell;C;C#;C++;Delphi;PowerShell;SQL;VBA
39420,C;C#;JavaScript
39421,Python
39422,Bash/Shell;Groovy;HTML/CSS;JavaScript;PowerShell;Python;SQL
39423,Bash/Shell;C++;HTML/CSS;Java;JavaScript;Node.js;Python;SQL
39424,HTML/CSS;JavaScript;Node.js;Python;R
39425,Java;Python
39426,JavaScript;Swift;TypeScript
39427,C#;C++;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL
39428,HTML/CSS;JavaScript;Python
39429,C++;Java;Python
39430,C#;HTML/CSS;JavaScript;Matlab
39431,Go;PHP
39432,Java
39433,PHP
39434,Python;R;SQL
39435,JavaScript;Node.js
39436,JavaScript;Ruby
39437,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;SQL
39438,Kotlin
39439,C++;Python
39440,Assembly;C;C++;HTML/CSS;JavaScript
39441,C;C#;C++;HTML/CSS;JavaScript;Kotlin;Node.js;Objective-C;PHP;PowerShell;Python;SQL;TypeScript
39442,C;HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript
39443,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Matlab;PHP;Python;R;SQL
39444,HTML/CSS;JavaScript;Node.js;Python
39445,HTML/CSS;Python;SQL
39446,Bash/Shell;C;C++;HTML/CSS;JavaScript;Kotlin;Node.js;Python;Swift
39447,C;C++;Go;Python;SQL
39448,JavaScript;Python
39449,Bash/Shell;C;HTML/CSS;JavaScript;PHP;PowerShell;SQL
39450,HTML/CSS;JavaScript;Ruby;SQL
39451,Assembly;Bash/Shell;C;C++;Clojure;Haskell;HTML/CSS;LISP;Objective-C;Python;SQL;Swift
39452,HTML/CSS;Java;JavaScript;Node.js;Python;Rust;TypeScript
39453,Python;SQL;VBA
39454,HTML/CSS;Java;JavaScript;Python
39455,HTML/CSS;JavaScript;Node.js
39456,C;C++;HTML/CSS;Java;Kotlin
39457,HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript
39458,C++
39459,Assembly;Bash/Shell;C;C#;C++;JavaScript;Node.js;Python;Rust;TypeScript
39460,Bash/Shell;C;C++;Perl;PowerShell;Python
39461,Java;Kotlin
39462,HTML/CSS;Java;SQL
39463,Objective-C;PHP;SQL
39464,Bash/Shell;Java;JavaScript;Python
39465,C#;HTML/CSS;JavaScript;Node.js;PHP
39466,Haskell;HTML/CSS;Java;JavaScript;Kotlin;Node.js;TypeScript
39467,C#;Python;TypeScript
39468,C#;HTML/CSS;JavaScript;Node.js;PowerShell;Python;SQL
39469,C++;HTML/CSS;Java;JavaScript
39470,JavaScript;Node.js;Python
39471,C#;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;VBA
39472,Assembly;C#;Go;Haskell;Python;Rust
39473,Dart;Java;JavaScript;TypeScript
39474,Assembly;Bash/Shell;C#;C++;HTML/CSS;JavaScript;Matlab;PHP;Python;R;SQL
39475,HTML/CSS;Java;JavaScript;TypeScript
39476,C#;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;Swift
39477,Bash/Shell;C#;HTML/CSS;JavaScript;Matlab;Node.js;PHP;PowerShell;Python;SQL;TypeScript
39478,C#;HTML/CSS;JavaScript
39479,C;C#;C++;Python;Rust
39480,Assembly;C;C#;C++;Crystal;Delphi;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript
39481,Python;R
39482,Bash/Shell;C;C++;Groovy;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript
39483,PHP;SQL
39484,HTML/CSS;JavaScript;Node.js;PHP;PowerShell;SQL
39485,APL;Assembly;C#;JavaScript
39486,Bash/Shell;HTML/CSS;JavaScript;Python;SQL;TypeScript
39487,C#;Java;SQL;TypeScript
39488,Java;JavaScript;Node.js
39489,HTML/CSS;JavaScript;Node.js;TypeScript
39490,Assembly;C;C++;Delphi;Erlang;Go;JavaScript;Python;Rust
39491,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript
39492,Dart;HTML/CSS;JavaScript;PHP;Swift
39493,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;Python;Rust;SQL;TypeScript
39494,Go;HTML/CSS;JavaScript;Node.js;TypeScript
39495,Assembly;C;C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;Swift;TypeScript
39496,Assembly;Bash/Shell;Haskell;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;SQL;TypeScript
39497,C#;JavaScript;Node.js;Python;SQL;TypeScript
39498,Go;HTML/CSS;JavaScript;Node.js;Python;Rust;SQL;TypeScript
39499,Java;Kotlin;Objective-C;Python
39500,HTML/CSS;Python
39501,Bash/Shell;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL
39502,Objective-C;Python;SQL
39503,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
39504,C;C++;HTML/CSS;JavaScript;Matlab;PHP;Python;SQL
39505,C#;JavaScript
39506,Python;TypeScript
39507,C;Crystal;JavaScript;Python;Ruby
39508,C#;C++;Matlab;Node.js;PowerShell;Python;SQL;TypeScript
39509,C;C#;C++;HTML/CSS;JavaScript;Matlab;R;SQL;TypeScript;VBA
39510,HTML/CSS;Java;JavaScript;Node.js;Perl;PHP;Python;Ruby;Rust
39511,HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript
39512,Assembly;C#;C++;F#;Haskell;HTML/CSS;JavaScript;LISP;Matlab;PowerShell;SQL;TypeScript;VBA
39513,C++;Java;JavaScript;PHP;SQL
39514,Dart
39515,C;C++;HTML/CSS;JavaScript;Python
39516,JavaScript;Node.js
39517,C++;HTML/CSS;Java;JavaScript;Python
39518,C#;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;TypeScript
39519,PHP;Python;Ruby
39520,Bash/Shell;HTML/CSS;Java;JavaScript;Python;SQL;Swift
39521,C++
39522,C;C#;C++;Delphi;HTML/CSS;JavaScript
39523,C#;PowerShell
39524,Bash/Shell;C;C++;Python;R;Rust
39525,JavaScript;Node.js;SQL
39526,C;C++;Python
39527,HTML/CSS;Java;JavaScript;Node.js
39528,C++;Dart;HTML/CSS;JavaScript;Node.js;Python;TypeScript
39529,Dart;HTML/CSS;Java;TypeScript
39530,C#;C++;Java;JavaScript;Python;Ruby;SQL;TypeScript
39531,C;HTML/CSS;JavaScript;Python;SQL
39532,JavaScript;Node.js;TypeScript
39533,C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;Python
39534,C#;C++;Go;Java;JavaScript;Node.js;PHP;PowerShell;Python;Rust
39535,C++;Matlab;Objective-C;Python;Swift
39536,HTML/CSS;JavaScript;Node.js;SQL;TypeScript
39537,Assembly;C;C++;Haskell;JavaScript;Node.js;Rust
39538,Assembly;Bash/Shell;C;C#;C++;Haskell;HTML/CSS;Java;JavaScript;Node.js;Python;Rust;SQL;TypeScript
39539,HTML/CSS;Java;JavaScript;Node.js
39540,HTML/CSS;JavaScript;PHP;SQL
39541,C;C++;HTML/CSS;Java;JavaScript;Node.js;Python
39542,Bash/Shell;C++;Go;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;SQL;TypeScript
39543,HTML/CSS;JavaScript
39544,C#;Go;HTML/CSS;Java;JavaScript;Node.js;Python;SQL
39545,Assembly;C#;C++;Java;Python
39546,HTML/CSS;Java;R
39547,C#;C++
39548,HTML/CSS;Java;JavaScript;SQL
39549,C#;HTML/CSS;JavaScript;SQL;TypeScript
39550,Bash/Shell;C;C++;Haskell;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Ruby;Scala;SQL
39551,HTML/CSS;JavaScript;Node.js;PHP;TypeScript
39552,C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;Python
39553,C#;HTML/CSS;PHP;SQL
39554,C#;C++;HTML/CSS;Python
39555,C#;HTML/CSS;Python
39556,Bash/Shell;Java;PowerShell;SQL
39557,Python
39558,C++;Python
39559,C++
39560,Python
39561,Dart;Java;Kotlin;Swift
39562,HTML/CSS;JavaScript;PHP;Python;R;SQL
39563,Bash/Shell;C;C#;Python
39564,Bash/Shell;Dart;JavaScript;Node.js;PHP
39565,HTML/CSS;Java;JavaScript;Matlab;Node.js;PHP;Python;SQL
39566,HTML/CSS;PHP;SQL
39567,HTML/CSS;JavaScript;Node.js;PHP;Python
39568,HTML/CSS;JavaScript;Node.js
39569,Bash/Shell;C;Perl
39570,C#;C++;HTML/CSS;Java;Kotlin;PowerShell;Python;SQL;TypeScript
39571,C#;JavaScript;Python
39572,C#;HTML/CSS;JavaScript;TypeScript
39573,Go;Java;JavaScript;Kotlin;Node.js;SQL;TypeScript
39574,C++;HTML/CSS;Java;VBA
39575,C;HTML/CSS;Java;JavaScript;Matlab;Python;SQL
39576,C;COBOL;HTML/CSS;Java;JavaScript;Node.js;Ruby
39577,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
39578,Python;SQL
39579,HTML/CSS;Java;Python;SQL;TypeScript
39580,C#;Matlab;Swift
39581,C++;Objective-C;Python;Swift
39582,Java;Python
39583,C;C++;HTML/CSS;Java;JavaScript;Matlab;R;SQL
39584,Bash/Shell;Crystal;Elixir;Go;JavaScript;Node.js;Python;Ruby;TypeScript
39585,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python
39586,Bash/Shell;Python;Rust
39587,Go;Java;Python
39588,C#;Matlab;PowerShell;R;VBA
39589,C#;C++;Perl;Ruby
39590,C;C++;Python;Swift
39591,C++;Dart;Go;HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript
39592,HTML/CSS;JavaScript;Node.js
39593,JavaScript;Node.js
39594,HTML/CSS;JavaScript;Node.js;TypeScript
39595,Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;SQL;Swift;TypeScript
39596,C++;Python;R;Scala;SQL
39597,Go;Java;SQL
39598,Bash/Shell;C;Go;HTML/CSS;JavaScript;Python
39599,Bash/Shell;Java;JavaScript;Node.js;PHP;Python;SQL
39600,Bash/Shell;Clojure;Go;HTML/CSS;JavaScript;Python;Rust
39601,C;C++;Python
39602,Bash/Shell;C;C#;HTML/CSS;Java;Kotlin;LISP;Python;Ruby;Rust;SQL;TypeScript;VBA
39603,Bash/Shell;C;C++
39604,C++;Java;Python
39605,C#;HTML/CSS;JavaScript
39606,Clojure;Crystal;Elixir;Haskell;Java
39607,Python;SQL
39608,C;F#;Python;Rust
39609,C++;Dart;JavaScript;Matlab;Python;SQL
39610,Bash/Shell;Python;SQL
39611,Bash/Shell;C;C#;HTML/CSS;Java;JavaScript;Node.js;PHP;Python
39612,Java
39613,Bash/Shell;F#;Python;Ruby
39614,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;Java;Node.js;PHP;Python;R;SQL;TypeScript;VBA
39615,C#;HTML/CSS;Python
39616,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript;VBA
39617,C#;JavaScript;SQL;TypeScript
39618,C#;C++;PHP;Python
39619,Assembly;Bash/Shell;C;C++;Dart;Haskell;PowerShell;Python
39620,C#;HTML/CSS;Java;JavaScript;Node.js;TypeScript
39621,Go;HTML/CSS;JavaScript;Python
39622,JavaScript;Node.js;PHP;SQL;VBA
39623,Python;Rust
39624,PowerShell;SQL
39625,C#;C++;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript
39626,Assembly;Bash/Shell;C;C++;HTML/CSS;JavaScript;Matlab;Node.js;PHP;VBA
39627,Bash/Shell;Crystal;HTML/CSS;JavaScript;Node.js;Ruby;SQL;TypeScript
39628,HTML/CSS;JavaScript;TypeScript
39629,HTML/CSS
39630,JavaScript
39631,Bash/Shell;C++;Kotlin;Python
39632,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Python;SQL
39633,Java;JavaScript;Kotlin
39634,C;Go
39635,Python;Swift
39636,C#;HTML/CSS;JavaScript;Node.js;PHP;SQL
39637,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript
39638,HTML/CSS;Python
39639,HTML/CSS;Java;JavaScript;Node.js;PHP;Python;TypeScript
39640,C#;JavaScript
39641,C;C++;HTML/CSS;Java;JavaScript;SQL
39642,HTML/CSS;JavaScript;SQL
39643,Node.js;PHP;TypeScript
39644,C#;HTML/CSS;Java;JavaScript;Kotlin;Matlab;Node.js;PHP;Python;SQL
39645,HTML/CSS;JavaScript;PHP;SQL
39646,HTML/CSS;JavaScript;Node.js
39647,Python
39648,Matlab;Python
39649,Bash/Shell;C;Go;Python
39650,Bash/Shell;C;Python
39651,HTML/CSS;JavaScript;PHP;SQL
39652,APL
39653,JavaScript;Objective-C;Swift
39654,Dart;HTML/CSS;JavaScript;Kotlin;Node.js;Python;Ruby;SQL
39655,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
39656,Java;JavaScript;Node.js;TypeScript
39657,Java
39658,Bash/Shell;Java;SQL
39659,C;HTML/CSS;JavaScript;PHP;SQL
39660,C#;JavaScript;Kotlin
39661,JavaScript;Kotlin;Node.js;TypeScript
39662,Bash/Shell;Java;Python;SQL
39663,HTML/CSS;JavaScript;Node.js
39664,Bash/Shell;C;COBOL;Go;HTML/CSS;JavaScript;LISP;Perl
39665,PowerShell;VBA
39666,HTML/CSS;JavaScript;Node.js;PHP;Python;SQL
39667,C;C#;C++;Dart;Go;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript
39668,Assembly;Bash/Shell;C;Haskell;Java;Matlab;Python;SQL
39669,Bash/Shell;C#;F#;Go;SQL;TypeScript
39670,JavaScript;Node.js;Python;Rust
39671,HTML/CSS;JavaScript;Node.js;Python;SQL
39672,HTML/CSS;JavaScript;Node.js;Python
39673,HTML/CSS;JavaScript;Node.js;TypeScript
39674,Bash/Shell;HTML/CSS;JavaScript;PHP;Python;SQL
39675,C;C++;HTML/CSS;JavaScript;Kotlin;Node.js;PHP;Python;SQL;TypeScript
39676,C#;Delphi;HTML/CSS;JavaScript;Node.js;SQL
39677,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;SQL;TypeScript;VBA
39678,C;C++;HTML/CSS;JavaScript;Node.js;Python;TypeScript
39679,C++
39680,HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript
39681,Assembly;C;C++;SQL
39682,APL;Java;JavaScript
39683,JavaScript;PHP;SQL;TypeScript
39684,Dart;HTML/CSS;JavaScript;TypeScript
39685,C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;SQL;Swift;TypeScript
39686,Matlab;Python
39687,Bash/Shell;HTML/CSS;JavaScript;Node.js;Python;R;SQL;TypeScript
39688,Assembly;Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Matlab;Node.js;PowerShell;Python;SQL;TypeScript
39689,C;C#;C++;SQL
39690,C#;C++;F#;Java;PowerShell;Python;R;SQL
39691,HTML/CSS;Python;SQL
39692,C#;C++;HTML/CSS;Java;JavaScript;Matlab;Node.js;PHP;Python;SQL;TypeScript
39693,C#;C++;SQL
39694,JavaScript;Node.js;TypeScript
39695,HTML/CSS;JavaScript;Node.js;SQL
39696,Dart;Java;Python;SQL
39697,C;C#;C++;Python
39698,HTML/CSS;JavaScript;Node.js;TypeScript
39699,APL;C#;C++;Erlang;Matlab;SQL
39700,HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript
39701,HTML/CSS;Python
39702,Assembly;C;HTML/CSS;Java;JavaScript;SQL
39703,Bash/Shell;C;C#;C++;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;SQL;TypeScript
39704,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;SQL;TypeScript
39705,C#;C++;Dart;PHP;SQL
39706,C#;HTML/CSS;JavaScript;SQL;TypeScript
39707,C#;C++
39708,HTML/CSS;Java;JavaScript;SQL
39709,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;TypeScript
39710,C++;Dart;Java;Kotlin;SQL
39711,C#
39712,C++;Go;HTML/CSS;JavaScript;Node.js;Objective-C;PHP;PowerShell;Python;R;SQL
39713,HTML/CSS;JavaScript;Node.js;TypeScript
39714,C++;HTML/CSS;Node.js;PHP;Python
39715,HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript
39716,JavaScript;Node.js
39717,Python
39718,Bash/Shell;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL
39719,Go;HTML/CSS;JavaScript;Node.js;TypeScript
39720,HTML/CSS;Python;SQL
39721,Bash/Shell;C#;JavaScript;Kotlin;Node.js;PowerShell;Python;SQL;TypeScript
39722,C++;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
39723,Bash/Shell;Java;Python
39724,C#;C++;HTML/CSS;Java;JavaScript;Matlab;Python;SQL
39725,Go;Java
39726,Java
39727,C;Delphi;Go;SQL
39728,C++;HTML/CSS;JavaScript;PHP
39729,C#;HTML/CSS;JavaScript;SQL;VBA
39730,HTML/CSS;JavaScript
39731,Bash/Shell;Dart;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript
39732,Assembly;C;C#;HTML/CSS;Java;Matlab;Node.js;SQL
39733,C
39734,JavaScript
39735,HTML/CSS;Java;JavaScript;Kotlin;SQL
39736,C;Python
39737,C++;HTML/CSS;Java;JavaScript;Node.js;Python;SQL
39738,Java;Python
39739,HTML/CSS;JavaScript;Node.js;Python
39740,Assembly;Bash/Shell;C;C++;Go;Java;Python;SQL
39741,C#;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;SQL
39742,C;C#;C++;Dart;Go;Groovy;Java;JavaScript;Kotlin;PHP;Python;SQL
39743,C;C++;HTML/CSS;JavaScript
39744,HTML/CSS;Java;Matlab
39745,HTML/CSS;JavaScript;TypeScript
39746,C#;HTML/CSS;JavaScript;R;SQL
39747,Bash/Shell;HTML/CSS;Python
39748,JavaScript;Python
39749,HTML/CSS;Java;JavaScript;Node.js;PHP;SQL
39750,HTML/CSS;JavaScript;Node.js;PowerShell
39751,Java;JavaScript;SQL
39752,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript
39753,Bash/Shell;C++;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;SQL;TypeScript
